Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2511","Wheat and products","2018","2018","g/cap/d","12.92","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2511","Wheat and products","2019","2019","g/cap/d","13.2","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2018","2018","g/cap/d","4.49","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2019","2019","g/cap/d","4.15","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2513","Barley and products","2018","2018","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2513","Barley and products","2019","2019","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2514","Maize and products","2018","2018","g/cap/d","4.52","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2514","Maize and products","2019","2019","g/cap/d","4.35","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2516","Oats","2018","2018","g/cap/d","0.67","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2516","Oats","2019","2019","g/cap/d","0.62","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2518","Sorghum and products","2018","2018","g/cap/d","0.74","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2518","Sorghum and products","2019","2019","g/cap/d","0.93","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2520","Cereals, Other","2018","2018","g/cap/d","0.13","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2520","Cereals, Other","2019","2019","g/cap/d","0.13","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2532","Cassava and products","2018","2018","g/cap/d","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2532","Cassava and products","2019","2019","g/cap/d","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2531","Potatoes and products","2018","2018","g/cap/d","0.55","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2531","Potatoes and products","2019","2019","g/cap/d","0.81","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2533","Sweet potatoes","2018","2018","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2533","Sweet potatoes","2019","2019","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2535","Yams","2018","2018","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2535","Yams","2019","2019","g/cap/d","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2534","Roots, Other","2018","2018","g/cap/d","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2534","Roots, Other","2019","2019","g/cap/d","0.02","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2542","Sugar (Raw Equivalent)","2018","2018","g/cap/d","0.09","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2542","Sugar (Raw Equivalent)","2019","2019","g/cap/d","0.11","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2543","Sweeteners, Other","2018","2018","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2543","Sweeteners, Other","2019","2019","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2745","Honey","2018","2018","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2745","Honey","2019","2019","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2546","Beans","2018","2018","g/cap/d","5.89","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2546","Beans","2019","2019","g/cap/d","1.83","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2547","Peas","2018","2018","g/cap/d","2.31","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2547","Peas","2019","2019","g/cap/d","2.37","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2018","2018","g/cap/d","0.13","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2549","Pulses, Other and products","2019","2019","g/cap/d","0.1","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2551","Nuts and products","2018","2018","g/cap/d","0.27","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2551","Nuts and products","2019","2019","g/cap/d","0.27","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2555","Soyabeans","2018","2018","g/cap/d","1.43","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2555","Soyabeans","2019","2019","g/cap/d","1.5","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2552","Groundnuts","2018","2018","g/cap/d","0.16","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2552","Groundnuts","2019","2019","g/cap/d","0.26","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2557","Sunflower seed","2018","2018","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2557","Sunflower seed","2019","2019","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2558","Rape and Mustardseed","2018","2018","g/cap/d","0.07","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2558","Rape and Mustardseed","2019","2019","g/cap/d","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2560","Coconuts - Incl Copra","2018","2018","g/cap/d","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2560","Coconuts - Incl Copra","2019","2019","g/cap/d","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2561","Sesame seed","2018","2018","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2561","Sesame seed","2019","2019","g/cap/d","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2563","Olives (including preserved)","2018","2018","g/cap/d","0","E","Estimated value"
"FBS","Food Balances (2010-)","084","Belize","674","Protein supply quantity (g/capita/day)","S2563","Olives (including preserved)","2019","2019","g/cap/d","0.01","E","Estimated value"
